,0,1
/home/muyun99/MyGithub/person_seg/data/train/2786.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2786.png,0
/home/muyun99/MyGithub/person_seg/data/train/3916.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3916.png,0
/home/muyun99/MyGithub/person_seg/data/train/1337.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1337.png,0
/home/muyun99/MyGithub/person_seg/data/train/4414.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4414.png,0
/home/muyun99/MyGithub/person_seg/data/train/2925.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2925.png,0
/home/muyun99/MyGithub/person_seg/data/train/585.png,/home/muyun99/MyGithub/person_seg/data/train_mask/585.png,0
/home/muyun99/MyGithub/person_seg/data/train/2568.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2568.png,0
/home/muyun99/MyGithub/person_seg/data/train/103.png,/home/muyun99/MyGithub/person_seg/data/train_mask/103.png,0
/home/muyun99/MyGithub/person_seg/data/train/4926.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4926.png,0
/home/muyun99/MyGithub/person_seg/data/train/2454.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2454.png,0
/home/muyun99/MyGithub/person_seg/data/train/1530.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1530.png,0
/home/muyun99/MyGithub/person_seg/data/train/3082.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3082.png,0
/home/muyun99/MyGithub/person_seg/data/train/5104.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5104.png,0
/home/muyun99/MyGithub/person_seg/data/train/3964.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3964.png,0
/home/muyun99/MyGithub/person_seg/data/train/4543.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4543.png,0
/home/muyun99/MyGithub/person_seg/data/train/3127.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3127.png,0
/home/muyun99/MyGithub/person_seg/data/train/411.png,/home/muyun99/MyGithub/person_seg/data/train_mask/411.png,0
/home/muyun99/MyGithub/person_seg/data/train/2477.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2477.png,0
/home/muyun99/MyGithub/person_seg/data/train/452.png,/home/muyun99/MyGithub/person_seg/data/train_mask/452.png,0
/home/muyun99/MyGithub/person_seg/data/train/1019.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1019.png,0
/home/muyun99/MyGithub/person_seg/data/train/1989.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1989.png,0
/home/muyun99/MyGithub/person_seg/data/train/2399.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2399.png,0
/home/muyun99/MyGithub/person_seg/data/train/5694.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5694.png,0
/home/muyun99/MyGithub/person_seg/data/train/3103.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3103.png,0
/home/muyun99/MyGithub/person_seg/data/train/2171.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2171.png,0
/home/muyun99/MyGithub/person_seg/data/train/206.png,/home/muyun99/MyGithub/person_seg/data/train_mask/206.png,0
/home/muyun99/MyGithub/person_seg/data/train/3763.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3763.png,0
/home/muyun99/MyGithub/person_seg/data/train/1410.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1410.png,0
/home/muyun99/MyGithub/person_seg/data/train/4950.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4950.png,0
/home/muyun99/MyGithub/person_seg/data/train/3246.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3246.png,0
/home/muyun99/MyGithub/person_seg/data/train/4721.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4721.png,0
/home/muyun99/MyGithub/person_seg/data/train/3384.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3384.png,0
/home/muyun99/MyGithub/person_seg/data/train/825.png,/home/muyun99/MyGithub/person_seg/data/train_mask/825.png,0
/home/muyun99/MyGithub/person_seg/data/train/5352.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5352.png,0
/home/muyun99/MyGithub/person_seg/data/train/5175.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5175.png,0
/home/muyun99/MyGithub/person_seg/data/train/2109.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2109.png,0
/home/muyun99/MyGithub/person_seg/data/train/4415.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4415.png,0
/home/muyun99/MyGithub/person_seg/data/train/2828.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2828.png,0
/home/muyun99/MyGithub/person_seg/data/train/2944.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2944.png,0
/home/muyun99/MyGithub/person_seg/data/train/5527.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5527.png,0
/home/muyun99/MyGithub/person_seg/data/train/3202.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3202.png,0
/home/muyun99/MyGithub/person_seg/data/train/513.png,/home/muyun99/MyGithub/person_seg/data/train_mask/513.png,0
/home/muyun99/MyGithub/person_seg/data/train/2017.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2017.png,0
/home/muyun99/MyGithub/person_seg/data/train/1060.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1060.png,0
/home/muyun99/MyGithub/person_seg/data/train/396.png,/home/muyun99/MyGithub/person_seg/data/train_mask/396.png,0
/home/muyun99/MyGithub/person_seg/data/train/4917.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4917.png,0
/home/muyun99/MyGithub/person_seg/data/train/1993.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1993.png,0
/home/muyun99/MyGithub/person_seg/data/train/3184.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3184.png,0
/home/muyun99/MyGithub/person_seg/data/train/2140.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2140.png,0
/home/muyun99/MyGithub/person_seg/data/train/3250.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3250.png,0
/home/muyun99/MyGithub/person_seg/data/train/242.png,/home/muyun99/MyGithub/person_seg/data/train_mask/242.png,0
/home/muyun99/MyGithub/person_seg/data/train/1999.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1999.png,0
/home/muyun99/MyGithub/person_seg/data/train/2298.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2298.png,0
/home/muyun99/MyGithub/person_seg/data/train/984.png,/home/muyun99/MyGithub/person_seg/data/train_mask/984.png,0
/home/muyun99/MyGithub/person_seg/data/train/176.png,/home/muyun99/MyGithub/person_seg/data/train_mask/176.png,0
/home/muyun99/MyGithub/person_seg/data/train/4983.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4983.png,0
/home/muyun99/MyGithub/person_seg/data/train/5173.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5173.png,0
/home/muyun99/MyGithub/person_seg/data/train/307.png,/home/muyun99/MyGithub/person_seg/data/train_mask/307.png,0
/home/muyun99/MyGithub/person_seg/data/train/3445.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3445.png,0
/home/muyun99/MyGithub/person_seg/data/train/4562.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4562.png,0
/home/muyun99/MyGithub/person_seg/data/train/3141.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3141.png,0
/home/muyun99/MyGithub/person_seg/data/train/2744.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2744.png,0
/home/muyun99/MyGithub/person_seg/data/train/4401.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4401.png,0
/home/muyun99/MyGithub/person_seg/data/train/1349.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1349.png,0
/home/muyun99/MyGithub/person_seg/data/train/4344.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4344.png,0
/home/muyun99/MyGithub/person_seg/data/train/3254.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3254.png,0
/home/muyun99/MyGithub/person_seg/data/train/3981.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3981.png,0
/home/muyun99/MyGithub/person_seg/data/train/5397.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5397.png,0
/home/muyun99/MyGithub/person_seg/data/train/664.png,/home/muyun99/MyGithub/person_seg/data/train_mask/664.png,0
/home/muyun99/MyGithub/person_seg/data/train/1840.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1840.png,0
/home/muyun99/MyGithub/person_seg/data/train/4065.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4065.png,0
/home/muyun99/MyGithub/person_seg/data/train/1077.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1077.png,0
/home/muyun99/MyGithub/person_seg/data/train/1618.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1618.png,0
/home/muyun99/MyGithub/person_seg/data/train/4505.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4505.png,0
/home/muyun99/MyGithub/person_seg/data/train/4998.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4998.png,0
/home/muyun99/MyGithub/person_seg/data/train/2278.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2278.png,0
/home/muyun99/MyGithub/person_seg/data/train/4625.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4625.png,0
/home/muyun99/MyGithub/person_seg/data/train/1565.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1565.png,0
/home/muyun99/MyGithub/person_seg/data/train/1721.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1721.png,0
/home/muyun99/MyGithub/person_seg/data/train/5472.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5472.png,0
/home/muyun99/MyGithub/person_seg/data/train/3409.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3409.png,0
/home/muyun99/MyGithub/person_seg/data/train/4128.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4128.png,0
/home/muyun99/MyGithub/person_seg/data/train/1241.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1241.png,0
/home/muyun99/MyGithub/person_seg/data/train/2229.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2229.png,0
/home/muyun99/MyGithub/person_seg/data/train/1447.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1447.png,0
/home/muyun99/MyGithub/person_seg/data/train/3490.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3490.png,0
/home/muyun99/MyGithub/person_seg/data/train/152.png,/home/muyun99/MyGithub/person_seg/data/train_mask/152.png,0
/home/muyun99/MyGithub/person_seg/data/train/3665.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3665.png,0
/home/muyun99/MyGithub/person_seg/data/train/5082.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5082.png,0
/home/muyun99/MyGithub/person_seg/data/train/1858.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1858.png,0
/home/muyun99/MyGithub/person_seg/data/train/300.png,/home/muyun99/MyGithub/person_seg/data/train_mask/300.png,0
/home/muyun99/MyGithub/person_seg/data/train/944.png,/home/muyun99/MyGithub/person_seg/data/train_mask/944.png,0
/home/muyun99/MyGithub/person_seg/data/train/5524.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5524.png,0
/home/muyun99/MyGithub/person_seg/data/train/768.png,/home/muyun99/MyGithub/person_seg/data/train_mask/768.png,0
/home/muyun99/MyGithub/person_seg/data/train/5441.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5441.png,0
/home/muyun99/MyGithub/person_seg/data/train/2383.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2383.png,0
/home/muyun99/MyGithub/person_seg/data/train/4741.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4741.png,0
/home/muyun99/MyGithub/person_seg/data/train/1088.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1088.png,0
/home/muyun99/MyGithub/person_seg/data/train/2572.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2572.png,0
/home/muyun99/MyGithub/person_seg/data/train/1045.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1045.png,0
/home/muyun99/MyGithub/person_seg/data/train/1815.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1815.png,0
/home/muyun99/MyGithub/person_seg/data/train/1727.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1727.png,0
/home/muyun99/MyGithub/person_seg/data/train/3303.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3303.png,0
/home/muyun99/MyGithub/person_seg/data/train/51.png,/home/muyun99/MyGithub/person_seg/data/train_mask/51.png,0
/home/muyun99/MyGithub/person_seg/data/train/672.png,/home/muyun99/MyGithub/person_seg/data/train_mask/672.png,0
/home/muyun99/MyGithub/person_seg/data/train/3989.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3989.png,0
/home/muyun99/MyGithub/person_seg/data/train/649.png,/home/muyun99/MyGithub/person_seg/data/train_mask/649.png,0
/home/muyun99/MyGithub/person_seg/data/train/154.png,/home/muyun99/MyGithub/person_seg/data/train_mask/154.png,0
/home/muyun99/MyGithub/person_seg/data/train/2135.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2135.png,0
/home/muyun99/MyGithub/person_seg/data/train/4638.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4638.png,0
/home/muyun99/MyGithub/person_seg/data/train/717.png,/home/muyun99/MyGithub/person_seg/data/train_mask/717.png,0
/home/muyun99/MyGithub/person_seg/data/train/1118.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1118.png,0
/home/muyun99/MyGithub/person_seg/data/train/5043.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5043.png,0
/home/muyun99/MyGithub/person_seg/data/train/5239.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5239.png,0
/home/muyun99/MyGithub/person_seg/data/train/1506.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1506.png,0
/home/muyun99/MyGithub/person_seg/data/train/5412.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5412.png,0
/home/muyun99/MyGithub/person_seg/data/train/4472.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4472.png,0
/home/muyun99/MyGithub/person_seg/data/train/4945.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4945.png,0
/home/muyun99/MyGithub/person_seg/data/train/2774.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2774.png,0
/home/muyun99/MyGithub/person_seg/data/train/2539.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2539.png,0
/home/muyun99/MyGithub/person_seg/data/train/3785.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3785.png,0
/home/muyun99/MyGithub/person_seg/data/train/1305.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1305.png,0
/home/muyun99/MyGithub/person_seg/data/train/4257.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4257.png,0
/home/muyun99/MyGithub/person_seg/data/train/4400.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4400.png,0
/home/muyun99/MyGithub/person_seg/data/train/4026.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4026.png,0
/home/muyun99/MyGithub/person_seg/data/train/4412.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4412.png,0
/home/muyun99/MyGithub/person_seg/data/train/5317.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5317.png,0
/home/muyun99/MyGithub/person_seg/data/train/2905.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2905.png,0
/home/muyun99/MyGithub/person_seg/data/train/2853.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2853.png,0
/home/muyun99/MyGithub/person_seg/data/train/3458.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3458.png,0
/home/muyun99/MyGithub/person_seg/data/train/2945.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2945.png,0
/home/muyun99/MyGithub/person_seg/data/train/334.png,/home/muyun99/MyGithub/person_seg/data/train_mask/334.png,0
/home/muyun99/MyGithub/person_seg/data/train/729.png,/home/muyun99/MyGithub/person_seg/data/train_mask/729.png,0
/home/muyun99/MyGithub/person_seg/data/train/986.png,/home/muyun99/MyGithub/person_seg/data/train_mask/986.png,0
/home/muyun99/MyGithub/person_seg/data/train/1044.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1044.png,0
/home/muyun99/MyGithub/person_seg/data/train/2618.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2618.png,0
/home/muyun99/MyGithub/person_seg/data/train/5154.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5154.png,0
/home/muyun99/MyGithub/person_seg/data/train/5002.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5002.png,0
/home/muyun99/MyGithub/person_seg/data/train/2931.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2931.png,0
/home/muyun99/MyGithub/person_seg/data/train/3105.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3105.png,0
/home/muyun99/MyGithub/person_seg/data/train/3326.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3326.png,0
/home/muyun99/MyGithub/person_seg/data/train/2688.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2688.png,0
/home/muyun99/MyGithub/person_seg/data/train/2312.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2312.png,0
/home/muyun99/MyGithub/person_seg/data/train/1318.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1318.png,0
/home/muyun99/MyGithub/person_seg/data/train/1246.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1246.png,0
/home/muyun99/MyGithub/person_seg/data/train/4927.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4927.png,0
/home/muyun99/MyGithub/person_seg/data/train/5470.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5470.png,0
/home/muyun99/MyGithub/person_seg/data/train/2239.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2239.png,0
/home/muyun99/MyGithub/person_seg/data/train/5422.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5422.png,0
/home/muyun99/MyGithub/person_seg/data/train/5007.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5007.png,0
/home/muyun99/MyGithub/person_seg/data/train/1532.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1532.png,0
/home/muyun99/MyGithub/person_seg/data/train/4464.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4464.png,0
/home/muyun99/MyGithub/person_seg/data/train/5701.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5701.png,0
/home/muyun99/MyGithub/person_seg/data/train/3176.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3176.png,0
/home/muyun99/MyGithub/person_seg/data/train/3189.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3189.png,0
/home/muyun99/MyGithub/person_seg/data/train/3219.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3219.png,0
/home/muyun99/MyGithub/person_seg/data/train/5443.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5443.png,0
/home/muyun99/MyGithub/person_seg/data/train/1377.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1377.png,0
/home/muyun99/MyGithub/person_seg/data/train/3887.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3887.png,0
/home/muyun99/MyGithub/person_seg/data/train/3535.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3535.png,0
/home/muyun99/MyGithub/person_seg/data/train/3700.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3700.png,0
/home/muyun99/MyGithub/person_seg/data/train/1523.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1523.png,0
/home/muyun99/MyGithub/person_seg/data/train/3885.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3885.png,0
/home/muyun99/MyGithub/person_seg/data/train/1996.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1996.png,0
/home/muyun99/MyGithub/person_seg/data/train/3920.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3920.png,0
/home/muyun99/MyGithub/person_seg/data/train/885.png,/home/muyun99/MyGithub/person_seg/data/train_mask/885.png,0
/home/muyun99/MyGithub/person_seg/data/train/1740.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1740.png,0
/home/muyun99/MyGithub/person_seg/data/train/335.png,/home/muyun99/MyGithub/person_seg/data/train_mask/335.png,0
/home/muyun99/MyGithub/person_seg/data/train/1434.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1434.png,0
/home/muyun99/MyGithub/person_seg/data/train/747.png,/home/muyun99/MyGithub/person_seg/data/train_mask/747.png,0
/home/muyun99/MyGithub/person_seg/data/train/941.png,/home/muyun99/MyGithub/person_seg/data/train_mask/941.png,0
/home/muyun99/MyGithub/person_seg/data/train/1033.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1033.png,0
/home/muyun99/MyGithub/person_seg/data/train/4885.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4885.png,0
/home/muyun99/MyGithub/person_seg/data/train/4649.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4649.png,0
/home/muyun99/MyGithub/person_seg/data/train/1013.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1013.png,0
/home/muyun99/MyGithub/person_seg/data/train/2403.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2403.png,0
/home/muyun99/MyGithub/person_seg/data/train/2046.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2046.png,0
/home/muyun99/MyGithub/person_seg/data/train/4465.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4465.png,0
/home/muyun99/MyGithub/person_seg/data/train/5093.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5093.png,0
/home/muyun99/MyGithub/person_seg/data/train/874.png,/home/muyun99/MyGithub/person_seg/data/train_mask/874.png,0
/home/muyun99/MyGithub/person_seg/data/train/4657.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4657.png,0
/home/muyun99/MyGithub/person_seg/data/train/3696.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3696.png,0
/home/muyun99/MyGithub/person_seg/data/train/23.png,/home/muyun99/MyGithub/person_seg/data/train_mask/23.png,0
/home/muyun99/MyGithub/person_seg/data/train/413.png,/home/muyun99/MyGithub/person_seg/data/train_mask/413.png,0
/home/muyun99/MyGithub/person_seg/data/train/2350.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2350.png,0
/home/muyun99/MyGithub/person_seg/data/train/4323.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4323.png,0
/home/muyun99/MyGithub/person_seg/data/train/1263.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1263.png,0
/home/muyun99/MyGithub/person_seg/data/train/409.png,/home/muyun99/MyGithub/person_seg/data/train_mask/409.png,0
/home/muyun99/MyGithub/person_seg/data/train/1542.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1542.png,0
/home/muyun99/MyGithub/person_seg/data/train/272.png,/home/muyun99/MyGithub/person_seg/data/train_mask/272.png,0
/home/muyun99/MyGithub/person_seg/data/train/5455.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5455.png,0
/home/muyun99/MyGithub/person_seg/data/train/778.png,/home/muyun99/MyGithub/person_seg/data/train_mask/778.png,0
/home/muyun99/MyGithub/person_seg/data/train/5653.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5653.png,0
/home/muyun99/MyGithub/person_seg/data/train/315.png,/home/muyun99/MyGithub/person_seg/data/train_mask/315.png,0
/home/muyun99/MyGithub/person_seg/data/train/4072.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4072.png,0
/home/muyun99/MyGithub/person_seg/data/train/3347.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3347.png,0
/home/muyun99/MyGithub/person_seg/data/train/5182.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5182.png,0
/home/muyun99/MyGithub/person_seg/data/train/2969.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2969.png,0
/home/muyun99/MyGithub/person_seg/data/train/3267.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3267.png,0
/home/muyun99/MyGithub/person_seg/data/train/4813.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4813.png,0
/home/muyun99/MyGithub/person_seg/data/train/1617.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1617.png,0
/home/muyun99/MyGithub/person_seg/data/train/2245.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2245.png,0
/home/muyun99/MyGithub/person_seg/data/train/632.png,/home/muyun99/MyGithub/person_seg/data/train_mask/632.png,0
/home/muyun99/MyGithub/person_seg/data/train/4489.png,/home/muyun99/MyGithub/person_seg/data/train_mask/4489.png,0
/home/muyun99/MyGithub/person_seg/data/train/5153.png,/home/muyun99/MyGithub/person_seg/data/train_mask/5153.png,0
/home/muyun99/MyGithub/person_seg/data/train/2351.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2351.png,0
/home/muyun99/MyGithub/person_seg/data/train/1838.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1838.png,0
/home/muyun99/MyGithub/person_seg/data/train/1129.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1129.png,0
/home/muyun99/MyGithub/person_seg/data/train/2292.png,/home/muyun99/MyGithub/person_seg/data/train_mask/2292.png,0
/home/muyun99/MyGithub/person_seg/data/train/3604.png,/home/muyun99/MyGithub/person_seg/data/train_mask/3604.png,0
/home/muyun99/MyGithub/person_seg/data/train/1442.png,/home/muyun99/MyGithub/person_seg/data/train_mask/1442.png,0
